product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
zgag7ieJuCAi,housewares,9650,22,52,42
OfYbf6ptQ7S0,toys,11600,65,19,47
OLGSjo6Y1wPD,perfumery,450,18,18,18
FgIj9Jc7LlyT,flowers,850,16,11,11
GNklPVJ217XE,toys,300,40,4,30
UgkSjxoiV9Ev,toys,2600,50,10,30
SHB6g9Ps7IQN,toys,900,23,7,16
wNK5m4HQOkpQ,toys,1100,30,23,20
7LYLIoUQv63k,toys,150,16,2,11
t1o6tYCwpkM7,toys,2400,45,30,30
QAFKx45ck2q8,cool_stuff,900,20,28,20
QGYU76IdPTZl,audio,150,27,5,20
X1XM2ibVj1Pp,toys,700,68,8,13
Biwi1BNtUB7l,toys,1500,30,22,30
k1G4RHt3R7Nk,toys,950,20,35,20
OGXSvomd4YLU,toys,450,26,11,11
x2473gHktSB1,toys,900,25,12,38
9NwzO0Pm0fDM,toys,1550,30,22,30
kmofCZlFQLzg,toys,200,20,10,15
rFrBwgxjAm0G,toys,2225,33,20,17
LccJaQik0sDI,toys,1450,34,12,40
s284eb92Zw1i,toys,1500,40,25,20
1TBO5RRTJ2mB,toys,1350,26,18,18
HpuiH593gmeG,toys,350,25,8,19
gDAnL6Pf0lgF,toys,500,40,15,40
lPfXIqK9DBEF,toys,250,40,4,30
ihXp1tYAdz8X,telephony,350,17,4,12
t3g7DixNxSA4,toys,300,16,7,20
FVUGIZeUnbcd,toys,150,18,6,14
MeEcqq7qlXBG,toys,2100,42,25,15
R28SVGUwrf8e,toys,250,16,2,11
09IGpiXslrxk,toys,250,40,10,25
JrVkqgytKcrw,toys,8950,28,41,49
JCdfJbT3dMnM,computers_accessories,200,41,2,29
y2GKLhO2kA6a,toys,1025,23,18,20
P1ZY5ZoWPzvP,toys,30000,55,75,61
EtWFssOSypdz,toys,550,20,20,20
u8sp9G4YX7yU,toys,750,60,11,20
5ppYQQO7KZYt,toys,125,16,12,14
IFgjI5AYlOjt,toys,150,35,2,25
NDZFqIZtG5zl,toys,14200,60,33,43
1edaUIVffPFF,watches_gifts,584,16,11,13
bng1qJfjWdWw,toys,1800,40,8,35
DwErrH6eI5GJ,toys,7650,20,20,20
89oT9Pz9eQaA,toys,150,16,13,14
3DAOfoKlkb7t,toys,3050,35,12,30
KIYt8ODpiQyI,toys,550,16,7,11
SC3IXb3Axceo,toys,6000,65,25,35
6tti3zIukTYV,toys,678,20,14,18
Y9w8kPCIoz7W,toys,500,20,12,12
7AkeBFVJJVGQ,toys,257,44,12,24
f3wl6uS1uCFQ,toys,680,18,15,17
Qf3jXDCJPvkJ,toys,350,19,12,13
1mxr66MSmv44,toys,2100,15,18,25
4kPj03A8J8IS,toys,1850,70,17,50
JGMr0GHn80XX,toys,200,16,2,11
bDQoSOcj1mjQ,toys,600,28,15,15
KTx5oEBhlX2P,toys,83,13,8,12
gSxIS0K5AzAB,toys,100,16,5,16
EfmHXLvA0JuQ,toys,950,40,20,12
jyqvHPkDKFDV,toys,567,26,12,26
ea6JOIDtnd3E,pet_shop,165,16,10,11
X9sl5gbsIDb6,toys,1825,53,10,40
4kPj03A8J8IS,toys,1850,70,17,50
B2cA8dRPHJGA,toys,85,21,3,17
SLTlrWtcYt1m,toys,1750,37,22,40
23AspxezOBXx,housewares,750,35,15,35
kNRmpsZIXkXU,toys,850,16,19,15
Gjw96XGleQPs,toys,1075,21,19,19
bPVSSwDPPgCb,toys,200,16,11,20
JSUM2WR96GRY,toys,1300,105,15,15
bheoTEFWw8ck,toys,150,19,19,14
eVbuyiR1xdTh,toys,500,30,19,18
nLJJ4yVgx9ji,toys,150,30,10,15
7nS4HYeewru6,toys,700,42,8,33
z8CHQuya7KGY,toys,2200,35,28,26
W2jSMvHHSDvq,toys,900,80,10,60
zelTF7mKrJ6b,health_beauty,1725,16,30,16
6Y6OsFjYRVE9,toys,150,16,10,16
PyjlDSHRGdSt,toys,1850,24,36,23
bGPcWeKRNPtE,toys,1200,40,10,32
VTBi2Rvyc7an,toys,1475,38,11,30
D1s1sS9nZr1B,health_beauty,200,25,10,15
52Xd2eKsAjnG,baby,400,30,16,16
thW5AgTejDaN,sports_leisure,2800,60,15,15
GfnR7T9DCWKl,toys,300,20,8,16
YWxNxMu4wOKG,toys,1050,36,24,22
S9a9NQuHSiI5,housewares,2250,52,3,32
zN5rFnsYgSyz,toys,10200,100,20,25
P3taVwYsN2H0,furniture_decor,1750,35,10,35
J1t1Az9cM3NK,toys,1500,39,30,29
nBsckebdBIOz,perfumery,250,22,5,15
dsEx3PuJCQMQ,toys,700,19,35,27
ztEoP22HkfQ2,telephony,300,17,4,12
WTw4rAlS0w2k,stationery,400,25,10,17
lE8owQbvCTRz,toys,300,17,4,12
gB3BlazuJgES,construction_tools_construction,650,16,11,11
9pxUnFNeFSgF,toys,340,19,22,17
z0SkWXtIgsX2,sports_leisure,4550,20,20,20
8smKD7CC5j2l,toys,900,16,27,35
qlK7rloYFaNP,toys,675,28,15,15
WXccj089DdoY,toys,118,17,8,13
cgs1oEd9aXAM,toys,2250,26,26,26
KSOXXcZeFcqT,toys,450,20,30,20
j9j0rkLXA7FS,toys,1075,26,14,17
PUtlakncQpbw,toys,150,16,8,12
SDejjsDHO8kL,toys,1750,50,6,19
fMJJKrPBk8MK,toys,300,17,4,12
j4jUlxNLErsm,toys,3450,41,15,25
ronaFSyRDCrW,toys,1250,26,21,20
vYrWft1y8E7C,toys,3100,28,20,40
vWCM3qoCDzUk,toys,1400,44,22,31
Vb4GrUVBWKAq,toys,461,20,16,17
tI3QQOm7H1Sw,toys,900,35,15,20
wEXYeIBMtNpz,toys,1700,65,6,50
xubNDkjeX1vE,toys,6600,70,4,55
hiGwewyS0YJr,toys,700,25,15,18
LUC27pwZQect,toys,1232,38,18,25
HowzGOP7qKip,toys,400,69,11,11
DWpfi0eYusv8,toys,850,30,20,30
MXfRU6BvSbFp,cool_stuff,15350,47,40,47
7CZ2WNugkrR3,toys,250,17,4,12
p9owG1LeMQyo,toys,2100,30,24,25
ZsojJA9XPzUg,telephony,200,16,3,11
iQjSNvvixY8A,toys,367,24,24,24
jrp4DDITSR1H,toys,213,19,20,19
ZERA6htQikNZ,toys,4350,18,33,39
vJkiaQPRvxQH,toys,1300,30,30,30
mccvQlJIFsrT,toys,5600,100,7,80
hn7szEJHw5LE,toys,792,19,14,16
DymSbRzaGqW1,perfumery,200,16,12,20
R1C1Yu04E3db,toys,630,19,21,19
8EMcxO7AFhVP,toys,180,17,10,13
8fRjXkjSGjFo,toys,4350,20,20,20
cIALMvgTWJrb,toys,3450,23,35,35
QzychJwMoZjy,toys,300,18,3,22
SsI3XinUiWZ2,toys,8150,35,60,40
FlMuTHJ7O6S8,tablets_printing_image,300,26,10,26
TjxnDRNjfuIT,toys,3350,62,20,40
bIEg5jBI5qCt,office_furniture,16133,63,59,25
iq4RAnrKhh5d,toys,540,23,13,19
dOk7051QHAxT,health_beauty,11450,80,26,26
v2FRrlPkNIxa,toys,300,16,2,20
oWt4r9r9oC1i,toys,442,20,16,14
5J7az1rwth4i,toys,250,16,2,20
1fwK5iRavWwz,toys,3800,42,16,36
HuJZxg0ZSCIL,bed_bath_table,1450,30,15,30
IGTlAOkxTd12,toys,600,45,15,35
hJrVwNSr0GTQ,toys,150,16,9,11
QzAC1fDWMbmk,toys,100,11,11,11
1edaUIVffPFF,watches_gifts,584,16,11,13
pGbo9AuMqras,toys,2450,20,30,22
vc0h8nhLMhjR,toys,100,30,30,20
EG4wDSpFyTth,health_beauty,250,22,10,18
PwoiOjyJfSJK,bed_bath_table,400,20,2,15
hfEa3c65LTA2,toys,5950,20,20,20
l8irjfdGdtn5,toys,125,23,8,13
0vbEvli2JYJu,toys,1383,50,10,40
lFxAI3HctVA1,toys,3467,47,23,31
1Dvc71ecN4wq,toys,83,19,15,18
c7iU0hH32CNG,toys,150,16,9,11
2LwCylKD1Acc,baby,7003,52,30,46
AzF5SLbUbKWt,toys,700,100,5,20
5XyF6Al83MtA,sports_leisure,150,16,16,11
0DoQRZJFrIMa,toys,650,24,14,18
tJp6qQVFaMiN,toys,800,45,15,35
OyNjP3ysqnRA,health_beauty,1250,42,11,12
Ro5qbHi1n2a4,toys,300,30,20,20
0sy4T7FccUHS,sports_leisure,2100,36,9,14
KN8Ob6TakVOr,housewares,1900,30,30,30
tEjoHkDlwfgW,toys,450,17,3,11
3BTJekstwy9w,toys,278,14,9,18
DahD1wPI9rG1,toys,150,18,2,11
4o6xnm43BLrm,toys,424,19,13,14
aj4kbcxNEnZj,toys,4000,30,35,30
hORflbR8lXFs,toys,125,19,5,11
4kHrrZtRpvLs,toys,200,20,10,20
NsfeYmlD6FXr,health_beauty,150,16,5,17
LOz5lemVcDAM,toys,700,16,16,15
cDoq9u33HEPc,toys,500,35,8,35
SIv0splfzJ43,toys,150,16,16,12
BDnoNFFybYz3,toys,1200,41,13,13
N7kzArDjkVku,toys,250,30,4,40
zLpDsz5LCQ72,pet_shop,1500,50,30,33
LaDJSHV469G8,health_beauty,138,12,9,18
k0tXJd1I6Atc,office_furniture,12160,56,51,28
MOqtPUVqxrLE,toys,1238,32,35,17
LQbRHjGT8ejI,toys,2350,27,21,23
Ycoiqp2LnndQ,toys,250,16,11,11
EOVXSeGCTiGW,toys,340,17,13,13
u4iRTmhmy48k,health_beauty,200,20,20,30
DiBzqQNTsnYi,auto,13300,62,62,21
PyabI9czbXv6,toys,125,18,7,15
K1CnKE4HSyym,toys,1100,16,5,11
kAwPAvAvlsh6,toys,225,16,3,11
ATL2XbNZjlD4,toys,100,16,2,20
j37mNaFLssng,computers_accessories,200,17,13,13
j7unzpH85pnF,toys,200,30,5,30
JVxWzxoqkIPh,cool_stuff,10664,61,63,35
3LKFZ0IbCjwI,toys,300,16,2,11
UUcKekhTuImv,toys,1870,27,20,29
IJvLLgLGVBbO,bed_bath_table,1150,44,2,35
JHx9vcQPHo1r,toys,100,16,7,11
RPPxcKBQK7EO,toys,200,16,11,11
h2jS2rHKDE1w,computers_accessories,486,27,17,28
oj2HRxIOoBDz,costruction_tools_garden,65,17,12,17
TThD7siiKtsz,telephony,88,19,4,11
2wNM6LjGqr8u,toys,2100,40,25,28
rk6bpf0aYfR6,toys,2700,69,11,11
UmPLXsxWDHIV,electronics,400,26,8,18
NeVzdt0ztcjb,toys,2600,40,21,25
6lqYiC1kC4WA,toys,2425,29,30,19
0lT5itTTJuYu,toys,250,20,15,15
rKXoWNJxVSE7,toys,6050,20,20,20
P7v43SYiERYB,toys,11400,45,19,45
NDDWFpzzDAOR,toys,500,20,20,15
7grztYpCkySJ,toys,850,20,25,20
fESeRqnY29Ti,toys,600,27,10,22
SWRvrNUFvKzc,home_appliances,400,55,13,12
yJmgmXoKgE5M,health_beauty,1617,19,15,18
VIzCnu7ZJnPS,toys,7750,34,33,33
Bh8sKgWcJoaa,toys,600,68,8,13
1YgtXJiEPbOO,toys,150,22,2,19
jUw78NB84z4w,toys,950,60,15,15
OBIvlk9Z3nDK,toys,1450,90,6,18
SLTlrWtcYt1m,toys,1750,37,22,40
QmtXc7QxN6PU,books_general_interest,1000,33,6,22
XDzBzORAv0mT,toys,1100,40,2,40
xsh9bYj7kdQH,toys,6325,56,11,32
pK3RXgL02EpR,toys,400,28,10,13
DYoSkwNmK0vz,toys,156,18,12,15
3pBNfh0Gi2Jn,home_appliances_2,7350,44,14,30
tipuMXEArXw6,food_drink,1350,18,17,16
XVyIVySiwQvZ,toys,600,22,6,22
6zlVhYEiX9Tg,toys,1000,40,7,34
8EMcxO7AFhVP,toys,180,17,10,13
rHSTHjYFnJS8,toys,9750,35,12,30
DxFV99gi9MwG,toys,2600,50,10,30
nM46INpO53MG,toys,1632,30,20,19
ZhicWfKgH0Tx,computers_accessories,300,22,12,20
FAy8OTKbUmug,toys,950,45,20,25
PyjlDSHRGdSt,toys,1850,24,36,23
Qf3jXDCJPvkJ,toys,350,19,12,13
KOdBiBN6BdOW,toys,150,19,10,15
DuksRo7zoQS6,toys,16250,18,53,39
dAz11YkQkoue,health_beauty,100,20,15,15
pVKDSWeIqCF7,toys,448,22,17,17
lnMZUub09dwh,toys,1300,30,10,30
fg4K7eM3z4zB,toys,243,16,15,16
DWI07vcxaNPj,toys,3100,45,28,26
bOwl2do1blcZ,bed_bath_table,8550,40,32,40
DiXSdhT2dR2F,toys,3800,35,28,32
a7GwjDDa4Qa0,toys,200,16,16,16
zQbbm5MzU0a5,toys,1700,30,10,60
gi77CAxpxlyt,auto,1850,20,15,20
zyGF9eZHRhNH,toys,500,21,18,20
CetSPeqb3tc4,toys,5700,60,20,29
eJ6324OlB6eT,toys,420,23,25,16
6xVtgZflueZq,toys,100,16,16,16
g0vcxv6nESHb,toys,150,31,3,28
K6J8sVjq2UF5,toys,200,22,7,15
FjNORyH4WY5W,toys,813,28,14,21
PpaM9hEmAeWC,toys,1000,20,18,20
9t9xYLH27uNi,housewares,800,30,10,25
dh26vKoC9HyE,furniture_decor,500,16,8,11
ki6n7dD8QQtf,toys,1100,33,9,38
lfCMA4pjz3aH,toys,6250,30,25,25
8oxGvCz7GNd8,computers,2650,16,31,39
nps3fwSh233Q,toys,600,22,12,12
Tn265ybfC0WD,bed_bath_table,450,40,5,25
kClC92frHiTQ,toys,2500,41,8,36
0NyaZGT1fbSw,pet_shop,150,26,6,19
bFMssPOBJiPp,office_furniture,11875,57,55,22
wZHOH5R3qy6p,toys,2950,18,25,18
u6R85SmlWb8o,toys,5925,51,16,36
X5uwu2aUhnnq,toys,2600,24,24,27
vTrdy4RV0PS5,toys,2200,48,25,25
LCYomi3ZR4m0,books_technical,950,29,3,21
N9s6cGU1ivm0,toys,1088,33,20,15
KJunTuWG747c,toys,650,30,3,19
zX9HL81jfvr2,toys,,,,
HXiHzSHBFjwD,furniture_decor,1500,35,9,25
uxdyBzsEist4,toys,300,16,2,20
4TWBanzlooA1,health_beauty,1067,22,19,19
SsU0HktRwn4p,toys,2800,103,8,20
lwRF7n5R65nN,toys,500,16,5,11
9NwzO0Pm0fDM,toys,1550,30,22,30
0FHoGcZXMBgv,garden_tools,8800,66,10,54
0dmlSvy9A1it,toys,1350,50,11,40
Pl05Y8ewlpXZ,toys,200,25,5,19
rJU8DBp4Zcu3,toys,467,47,4,35
A2rBbG8H7bOI,toys,1338,22,12,14
fQDyGpopmetq,sports_leisure,450,29,25,26
sCONCvmO1cEY,computers_accessories,6550,20,20,20
FIR1kvvmyKZx,toys,717,18,19,15
qxiRDDUgQc7x,toys,500,16,7,13
3Twb45ZBniXG,toys,150,18,8,11
1Ds2HvWxpkv9,toys,50,16,16,17
5zjlm4wGGKnH,toys,1067,32,13,22
quMdJdcoWWJ4,fashion_bags_accessories,150,21,9,14
GUsDxl4F2LCT,toys,500,24,10,14
1edaUIVffPFF,watches_gifts,584,16,11,13
lvMwvjpE6TLp,toys,200,16,16,16
nFZKtmOCvng2,toys,300,16,5,15
kvU6lPB02b65,toys,200,35,10,25
K6JfL3L2Vi4K,toys,3000,35,12,30
EsjZXaqqL5SG,toys,500,19,11,20
tIPO7bHrwS7c,toys,1850,34,5,34
oCGNpgGh3YRo,toys,675,22,24,21
VE1XRfifT9hb,luggage_accessories,450,24,47,34
EXQoqwEFgzzP,toys,150,19,14,19
9NwzO0Pm0fDM,toys,1550,30,22,30
orZZicCSy2A9,housewares,7250,45,19,45
2XRr4HcxNIQm,furniture_decor,14300,49,42,42
iQmsQWo43Fc1,health_beauty,450,16,15,15
RzLPCTt4ZVy3,construction_tools_lights,300,16,10,16
qG4bwLhbeLXY,toys,11400,52,52,16
2dzHGeacCgCt,toys,800,40,5,20
ofQz3lBAo7vQ,toys,7850,23,39,30
LxzieVzc0fZH,toys,22350,32,74,53
qAJdy2rvA6Nv,toys,1050,22,9,12
icdtCDkjpSZQ,toys,342,18,13,15
JwrWhHJLTsxR,toys,500,26,32,26
UIAtppksaLiD,sports_leisure,418,18,7,13
DPVy4IkVEwAX,toys,925,52,21,33
JmsWUoUlRqUS,toys,2400,42,15,27
IeW3Pgdkoqf5,toys,1300,19,13,14
wdV7yJzaz3Su,toys,4338,17,12,14
Y6z2ccr6ILTJ,toys,3300,60,18,50
UUcKekhTuImv,toys,1870,27,20,29
y9y6dBHUqHig,computers_accessories,1583,18,15,12
nDsviPhvRBIP,toys,1850,36,36,37
icdtCDkjpSZQ,toys,342,18,13,15
7dCUaISYUdot,toys,325,27,10,14
DWI07vcxaNPj,toys,3100,45,28,26
vwPq0nCxZM8j,toys,1800,46,15,13
nIYZJmnyJmYR,toys,1644,16,19,16
YXLgnSbcUlKN,toys,200,16,2,20
cBXwfRPhx79u,toys,100,18,6,11
82pZHhoTyyOf,toys,2500,42,33,12
nFZKtmOCvng2,toys,300,16,5,15
BmlArwsBhESM,toys,1950,33,44,19
tPlw2QcQOvKf,garden_tools,1800,37,22,40
FjZSE30byjAP,construction_tools_construction,300,16,16,16
NymsCrshSL1v,toys,850,18,16,18
I4Yv5kz2O33Q,electronics,150,22,11,16
dIYJodVUFOui,toys,150,16,23,13
fRSVOGeZ0ad1,toys,100,16,5,20
tXWCR30ocEas,toys,150,20,4,15
GyNwDRTPoJkY,toys,1050,20,15,20
uP24Lsy7szfc,toys,1800,45,15,35
oo5YFvkDJXfS,toys,250,16,2,20
PNloghmT6wRz,construction_tools_construction,5400,40,26,25
3H7nJ3Wp12et,toys,350,17,17,17
ilsWDSWmR8dX,bed_bath_table,1100,50,12,12
k7O6e0c2nZ8H,toys,200,18,11,13
1bR0TDqWhuBB,garden_tools,16900,38,70,38
Bv8B7tkhXozy,toys,1125,36,43,36
4gSpU6As2iIY,toys,117,19,4,14
DYvUwBngNFXJ,toys,950,30,15,20
4DGGAtcXRTG5,toys,250,16,11,11
Bwr4tXhlVi9j,toys,300,22,8,28
YZU1IuuynpY6,toys,500,25,15,20
BzEnAMJlMJ8S,health_beauty,50,22,3,15
ii0Btv6A2MnA,cool_stuff,1400,40,40,30
zHp21bETKvVI,bed_bath_table,450,16,10,16
zMwLEQMA7iAS,toys,300,35,30,20
tdFs2qS6KBlj,consoles_games,100,20,3,15
qvhX06cAMrxR,toys,1200,52,13,37
ujNYD7qCWmJ2,toys,100,18,6,11
PKW0Jg5sxOWH,toys,2750,25,8,25
Ffe8gTdmyO3U,toys,533,22,11,20
bSAvhTNRexrI,toys,2850,104,9,20
DRdy5EOTB7Vt,bed_bath_table,10950,51,23,51
0vbEvli2JYJu,toys,1383,50,10,40
D1y5Fr7ecb3y,health_beauty,483,16,16,14
irKpznocpsvf,toys,1813,67,12,47
E1esbswKYvev,telephony,325,20,15,14
eVLftGb9CD4B,toys,1550,68,9,43
gkfasnfN0kN7,toys,200,19,22,13
AeyQgiHikogV,toys,5250,51,15,52
GLUk6bcvnfwR,toys,600,20,31,30
IWac2xMar1Uy,computers_accessories,900,32,11,11
TVOsff9OyoK2,toys,3800,30,35,30
68SSSklcnWpi,toys,900,30,20,11
YBrR06wYl7cq,toys,700,27,9,19
NDDWFpzzDAOR,toys,500,20,20,15
FKoHGd43nb02,toys,350,17,4,12
oMSSDx7aeLIv,toys,150,22,3,15
hu0RC0oi7bgn,fixed_telephony,1450,20,12,22
2H8n6x4BSkuT,computers_accessories,200,21,14,15
sVvTRlMZaAGr,sports_leisure,400,27,6,25
huFIF4r9M4Ks,fashion_bags_accessories,150,16,9,11
9RgMq5eVloUQ,toys,1200,42,25,15
hRcdFLphTKoY,sports_leisure,850,102,6,11
V4aHDUSsCyFD,toys,1200,30,23,30
bM2mDXeYMriv,toys,7950,40,40,40
6g3ngurv0zY2,toys,350,17,4,12
szwBXFEPQgHf,housewares,2075,47,26,21
9pxUnFNeFSgF,toys,340,19,22,17
2ODlBsjYxzGY,toys,200,31,16,16
CY8OZ3lT9uqB,telephony,250,18,3,28
3oBl40sQGzjp,toys,207,17,12,13
4JbfjA1Gn04N,toys,200,16,7,23
89oT9Pz9eQaA,toys,150,16,13,14
9NwzO0Pm0fDM,toys,1550,30,22,30
ecpXxsHx9yeV,toys,6200,76,28,18
cbcNyM18uuQE,toys,800,34,17,22
x3I8QiXvzh0U,toys,1267,17,16,14
Sz6jJQDNEftz,small_appliances,8700,40,16,40
s0nPo1ZKox9X,computers_accessories,150,16,11,11
71cSx2iGD759,musical_instruments,8350,105,12,45
EaD5HH3QisT4,housewares,2000,33,35,33
utVPLgd1LM3F,toys,200,16,2,11
Amo5hpDtPLHr,toys,292,17,8,12
SvkmOPXVKJWZ,toys,2050,20,31,30
kjVQoqPwR8ZF,toys,1143,24,22,19
QswxUPYwgvyE,toys,1500,34,7,32
Od0IzoBboRqB,housewares,2000,38,25,32
YgMi6s9pFe7K,bed_bath_table,2200,30,20,25
OXan3Rsv1N9F,toys,9350,70,15,33
HDq02GU8zCWs,toys,3008,32,45,32
AoRvI0gJo1fz,toys,5350,47,23,25
pFHsHtzRm0cP,toys,100,21,6,14
Kno0a8RaBxJl,bed_bath_table,4050,40,15,23
jvKBvCV4CWT0,toys,2150,16,2,11
1edaUIVffPFF,watches_gifts,584,16,11,13
SESkOgF0nWnh,cool_stuff,1600,42,25,15
2UAzrhYto6aC,toys,3000,45,13,18
M9Rq7Nx8etjk,toys,7000,26,47,27
ZL6d8mYip3mw,toys,413,54,4,39
UB3p29XpIvuX,toys,450,16,2,11
STv7COxnl4VR,toys,1900,40,18,22
z8ysRN0zVKQ5,toys,1350,42,25,15
gty5uS6url4P,toys,200,20,2,15
DpvhQPZ1Li9a,toys,1683,25,22,22
bzuux5q6sc7C,sports_leisure,175,17,10,13
wZECQQl9ncOU,sports_leisure,30000,105,65,20
9MpKeZlhN2lc,toys,500,36,5,15
jyqvHPkDKFDV,toys,567,26,12,26
hrjNaMt3Wyo5,toys,1850,37,22,40
necpJKvMXGEI,sports_leisure,50,20,11,11
p7mF8dsDV5hA,toys,1050,25,25,25
0vbEvli2JYJu,toys,1383,50,10,40
1h4WSbKcr0sU,toys,450,23,15,15
NbQQuWXjZuwV,furniture_decor,303,14,14,28
HOmP1uDiX01O,toys,12250,45,35,45
sCONCvmO1cEY,computers_accessories,6550,20,20,20
uWQH0VMpunVa,toys,105,20,20,20
ZXaWnDtFtm16,toys,1400,16,7,12
kzQasCCyl6bK,construction_tools_construction,418,19,6,13
pMSwqUTQtuTe,toys,600,23,6,15
x8VfMVUGc4Ci,toys,167,16,11,15
oOqKXzOPS6mW,toys,3520,25,25,23
Vjk1V5FLwtbA,furniture_decor,250,18,10,18
mVm1INynZf3d,toys,350,16,25,11
QIvgE7XvKiCH,toys,5250,27,32,16
t7Sd6VXNTACj,toys,500,16,10,11
XlvzBABzhbYi,toys,155,20,14,19
zFL3v3MwMWqO,toys,800,30,20,20
YT13RcFDKZLk,bed_bath_table,750,34,18,44
Mn5rxwsJ7qI3,toys,668,21,25,21
PaQRmMWcVBvM,toys,1400,27,10,17
DcKGW6WiUtSs,toys,1000,16,2,11
gmnJta6APaNa,sports_leisure,275,24,8,12
5HS4UVb5BA1Z,toys,550,22,4,28
Rtm1uWckrdIP,toys,950,35,6,45
p0yrSvxhFBI1,toys,534,27,24,23
hr2QLRpKxMxL,toys,625,23,17,19
6uQwQHgO3Bql,toys,1550,60,30,30
SzfGZm0TIMYc,cool_stuff,1400,42,25,15
5HlTGYCORDmY,toys,3200,30,30,20
etWUzRkTneSJ,cool_stuff,200,20,13,20
GYOTfPgLd97j,toys,300,25,12,20
SLTlrWtcYt1m,toys,1750,37,22,40
tz93qi4IyrUV,toys,150,20,10,20
tCUV6sOvY4eR,toys,2350,20,20,20
1PEOOalySjvO,toys,200,16,6,11
45Fw0lLsqTr6,toys,401,17,11,14
ebH5HYOzDo4b,toys,1400,34,16,23
aYB3IFCRW95p,cool_stuff,1050,42,25,15
iAO1eeHGftpb,health_beauty,150,22,3,15
GmgXGONutNxg,baby,6600,45,25,35
hHTBn6kiZozT,auto,6700,70,25,22
kG7LdBNSCJGk,toys,550,19,19,16
CblryivtO84n,toys,2450,29,25,16
ymZvN9XtTHxn,toys,1110,19,11,18
jjuUt1Fp9kX7,baby,10750,38,47,44
kR83L6NkkQcx,housewares,950,43,17,24
gZfTNJ05e1yE,auto,3750,40,15,15
qmsjOs2mmsXA,toys,400,16,12,15
hTmrMHNemIvI,housewares,5200,40,20,30
QbSdnPyRBLtY,toys,4700,37,41,36
X1sKpMg5qnRq,toys,6150,52,16,44
P5BcSHy2T8HI,audio,200,27,5,20
9Y0R3AblPNV8,health_beauty,3600,20,20,20
Ee60EscucY7b,toys,1800,35,26,26
YOOyZEe6ylea,toys,250,32,2,15
aTPq9fak1j3i,toys,1650,69,10,40
YvcSbSubAOJL,furniture_decor,7000,25,25,25
wEGkbWP4bzGO,toys,650,40,2,30
7m3O1Dwge8vC,toys,100,20,5,20
nxr38UYhxmKe,toys,350,16,2,20
Ot9X0uPil5sc,toys,1550,62,18,15
BEM2yvQU9UiA,toys,2200,23,23,20
whYNxbvzEmIw,toys,317,16,10,11
uhvQEAoGtiSX,toys,350,23,7,15
DPVy4IkVEwAX,toys,925,52,21,33
4bXC1f1RXEo1,toys,19800,58,40,50
XXnUD1FQ7vVA,toys,150,25,7,16
XrQ7ZHlRhKg8,furniture_decor,600,30,4,20
p7mF8dsDV5hA,toys,1050,25,25,25
zioOvemNehKn,toys,500,16,2,11
PyjlDSHRGdSt,toys,1850,24,36,23
XVyIVySiwQvZ,toys,600,22,6,22
kMT3xAt3xcC3,toys,450,16,16,16
BzaVrdTgMntx,toys,180,19,13,14
DVnGtA8oikO5,toys,500,24,20,20
j2pxaEo3TZKt,health_beauty,1025,33,36,31
E2e06ABe4gD0,toys,400,18,18,18
icdtCDkjpSZQ,toys,342,18,13,15
IXXScowMQ10z,signaling_and_security,400,19,11,14
HpMbJAttOmXr,toys,3500,36,25,21
TY2pgwfFRgSQ,toys,300,30,7,20
Y3eayqO8aOXQ,toys,850,38,10,38
CLEWRJ0lbmI5,toys,8683,54,64,31
yxbOV7Ndo5fT,toys,1900,65,12,12
yBKwIwB3FNJo,garden_tools,598,38,30,38
1eo3EPVIhJgW,health_beauty,800,21,20,16
nurQNBj7Uwpj,toys,1350,40,5,30
jciZyHVxHEPl,sports_leisure,300,20,17,17
gXPQJkjrcS9B,toys,100,18,9,11
9NwzO0Pm0fDM,toys,1550,30,22,30
cJuDSXry3zBM,toys,117,23,14,14
K3P81EI1ksew,sports_leisure,200,25,25,25
s70X0C3NCsHD,toys,800,30,20,25
liUAjl6NALWl,bed_bath_table,1800,40,10,30
yckh8zQOS4eX,toys,100,19,2,17
26TCLiuQ4VRT,toys,2400,42,25,15
I6aVqcgpL7PW,toys,450,23,8,15
jKUyQkB4tQyp,housewares,450,16,26,11
SLTlrWtcYt1m,toys,1750,37,22,40
RPrLzlbD4rdQ,toys,4250,20,20,20
g0vcxv6nESHb,toys,150,31,3,28
zH6NMR1eg0fI,toys,100,16,11,11
rqKrZ4GEzSXA,telephony,150,19,4,11
iAO1eeHGftpb,health_beauty,150,22,3,15
8ivFU5mPiFzD,computers_accessories,650,25,11,15
jiQ8ulk7uU47,toys,300,16,2,11
Cw7JqyhrpaQG,toys,400,16,7,11
EktDiuVx9k58,toys,3300,24,35,16
aWMYfY63U1Km,office_furniture,7433,57,68,31
CY8OZ3lT9uqB,telephony,250,18,3,28
V2XI2qJlQyVA,industry_commerce_and_business,7225,16,103,25
ziW4c3pWYzYl,toys,6900,64,17,53
YVfSZ6AGWq2b,toys,100,16,10,16
FkDNIFiX19cI,computers_accessories,173,18,13,12
uhauGBIt7IPi,toys,200,20,4,16
eJyDdAp36pHB,toys,250,40,4,30
1GcgiAtq0N7f,toys,900,30,20,30
27O0he9UZll1,toys,10800,54,27,36
n1i5vZyArtvF,toys,150,16,10,11
